x,y,z,gx,gy,gz,motor0,motor1,motor2,motor3
0.0289103,0.0393349,4.86375,0,0,5,0,0,0,0
0.0289103,0.0393349,4.86375,0,0,5,0,0,0,0
0.0275839,0.0389084,4.8644,0,0,5,0,0,0,0
0.0275839,0.0389084,4.8644,0,0,5,0,0,0,0
0.0263369,0.0387178,4.86503,0,0,5,0,0,0,0
0.0263369,0.0387178,4.86503,0,0,5,0,0,0,0
0.0255429,0.0387056,4.8654,0,0,5,0,0,0,0
0.0255429,0.0387056,4.8654,0,0,5,0,0,0,0
0.0255429,0.0387056,4.8654,0,0,5,0,0,0,0
0.0248107,0.0388543,4.86576,0,0,5,0,0,0,0
0.0248107,0.0388543,4.86576,0,0,5,0,0,0,0
0.0237593,0.0392266,4.86622,0,0,5,0,0,0,0
0.0237593,0.0392266,4.86622,0,0,5,0,0,0,0
0.0237593,0.0392266,4.86622,0,0,5,0,0,0,0
0.0231492,0.0396468,4.86652,0,0,5,0,0,0,0
0.0231492,0.0396468,4.86652,0,0,5,0,0,0,0
0.0223142,0.0404496,4.86694,0,0,5,0,0,0,0
0.0216061,0.0414915,4.86731,0,0,5,0,0,0,0
0.0216061,0.0414915,4.86731,0,0,5,0,0,0,0
0.0216061,0.0414915,4.86731,0,0,5,0,0,0,0
0.0212411,0.0423757,4.86754,0,0,5,0,0,0,0
0.0208944,0.0433151,4.86774,0,0,5,0,0,0,0
0.0208944,0.0433151,4.86774,0,0,5,0,0,0,0
0.0204867,0.0450088,4.86799,0,0,5,0,0,0,0
0.0204867,0.0450088,4.86799,0,0,5,0,0,0,0
0.0204867,0.0450088,4.86799,0,0,5,0,0,0,0
0.0201431,0.0468997,4.86814,0,0,5,0,0,0,0
0.0199412,0.0482355,4.86818,0,0,5,0,0,0,0
0.0199412,0.0482355,4.86818,0,0,5,0,0,0,0
0.0197871,0.0496999,4.86815,0,0,5,0,0,0,0
0.0197871,0.0496999,4.86815,0,0,5,0,0,0,0
0.0196172,0.0520119,4.86785,0,0,5,0,0,0,0
0.0196172,0.0520119,4.86785,0,0,5,0,0,0,0
0.0196172,0.0520119,4.86785,0,0,5,0,0,0,0
0.0195646,0.0536533,4.86745,0,0,5,0,0,0,0
0.0195595,0.0562344,4.86653,0,0,5,0,0,0,0
0.0195595,0.0562344,4.86653,0,0,5,0,0,0,0
0.0195892,0.0580098,4.86571,0,0,5,0,0,0,0
0.0195892,0.0580098,4.86571,0,0,5,0,0,0,0
0.019703,0.0607676,4.86419,0,0,5,0,0,0,0
0.019703,0.0607676,4.86419,0,0,5,0,0,0,0
0.0198064,0.0626381,4.86302,0,0,5,0,0,0,0
0.0198064,0.0626381,4.86302,0,0,5,0,0,0,0
0.0198064,0.0626381,4.86302,0,0,5,0,0,0,0
0.0200542,0.0654859,4.86104,0,0,5,0,0,0,0
0.0200542,0.0654859,4.86104,0,0,5,0,0,0,0
0.0200542,0.0654859,4.86104,0,0,5,0,0,0,0
0.0203797,0.0683391,4.85884,0,0,5,0,0,0,0
0.0203797,0.0683391,4.85884,0,0,5,0,0,0,0
0.0206215,0.0702345,4.85731,0,0,5,0,0,0,0
0.0206215,0.0702345,4.85731,0,0,5,0,0,0,0
0.0206215,0.0702345,4.85731,0,0,5,0,0,0,0
0.0209531,0.0721441,4.85576,0,0,5,0,0,0,0
0.0209531,0.0721441,4.85576,0,0,5,0,0,0,0
0.0214853,0.0750102,4.8535,0,0,5,0,0,0,0
0.0214853,0.0750102,4.8535,0,0,5,0,0,0,0
0.0214853,0.0750102,4.8535,0,0,5,0,0,0,0
0.0220806,0.0778803,4.85129,0,0,5,0,0,0,0
0.0220806,0.0778803,4.85129,0,0,5,0,0,0,0
0.0225136,0.0797865,4.84991,0,0,5,0,0,0,0
0.0225136,0.0797865,4.84991,0,0,5,0,0,0,0
0.0231942,0.0826009,4.84783,0,0,5,0,0,0,0
0.0236905,0.0844534,4.84647,0,0,5,0,0,0,0
0.0236905,0.0844534,4.84647,0,0,5,0,0,0,0
0.0236905,0.0844534,4.84647,0,0,5,0,0,0,0
0.0242208,0.0862695,4.84514,0,0,5,0,0,0,0
0.0242208,0.0862695,4.84514,0,0,5,0,0,0,0
0.0250527,0.0889053,4.84324,0,0,5,0,0,0,0
0.0250527,0.0889053,4.84324,0,0,5,0,0,0,0
0.0256419,0.09059,4.84206,0,0,5,0,0,0,0
0.0256419,0.09059,4.84206,0,0,5,0,0,0,0
0.0256419,0.09059,4.84206,0,0,5,0,0,0,0
0.0265717,0.0929992,4.84048,0,0,5,0,0,0,0
0.0265717,0.0929992,4.84048,0,0,5,0,0,0,0
0.027639,0.0951995,4.8391,0,0,5,0,0,0,0
0.027639,0.0951995,4.8391,0,0,5,0,0,0,0
0.027639,0.0951995,4.8391,0,0,5,0,0,0,0
0.0283915,0.0965676,4.8383,0,0,5,0,0,0,0
0.0283915,0.0965676,4.8383,0,0,5,0,0,0,0
0.0291885,0.09785,4.83764,0,0,5,0,0,0,0
0.0291885,0.09785,4.83764,0,0,5,0,0,0,0
0.0304289,0.0996022,4.83688,0,0,5,0,0,0,0
0.0304289,0.0996022,4.83688,0,0,5,0,0,0,0
0.0304289,0.0996022,4.83688,0,0,5,0,0,0,0
0.0312519,0.100663,4.83648,0,0,5,0,0,0,0
0.0312519,0.100663,4.83648,0,0,5,0,0,0,0
0.032507,0.102017,4.83617,0,0,5,0,0,0,0
0.032507,0.102017,4.83617,0,0,5,0,0,0,0
0.033339,0.102786,4.83605,0,0,5,0,0,0,0
0.033339,0.102786,4.83605,0,0,5,0,0,0,0
0.033339,0.102786,4.83605,0,0,5,0,0,0,0
0.0345659,0.103735,4.83604,0,0,5,0,0,0,0
0.0358309,0.104449,4.83628,0,0,5,0,0,0,0
0.0358309,0.104449,4.83628,0,0,5,0,0,0,0
0.0358309,0.104449,4.83628,0,0,5,0,0,0,0
0.0366641,0.104813,4.83653,0,0,5,0,0,0,0
0.0366641,0.104813,4.83653,0,0,5,0,0,0,0
0.0378937,0.105185,4.83702,0,0,5,0,0,0,0
0.0378937,0.105185,4.83702,0,0,5,0,0,0,0
0.0378937,0.105185,4.83702,0,0,5,0,0,0,0
0.0386937,0.105328,4.8374,0,0,5,0,0,0,0
0.0386937,0.105328,4.8374,0,0,5,0,0,0,0
0.03987,0.105387,4.83806,0,0,5,0,0,0,0
0.03987,0.105387,4.83806,0,0,5,0,0,0,0
0.0406853,0.105331,4.83858,0,0,5,0,0,0,0
0.0406853,0.105331,4.83858,0,0,5,0,0,0,0
0.0414572,0.105192,4.83911,0,0,5,0,0,0,0
0.0414572,0.105192,4.83911,0,0,5,0,0,0,0
0.0426376,0.104826,4.83995,0,0,5,0,0,0,0
0.0426376,0.104826,4.83995,0,0,5,0,0,0,0
0.0426376,0.104826,4.83995,0,0,5,0,0,0,0
0.0437821,0.10426,4.8408,0,0,5,0,0,0,0
0.0445062,0.103779,4.84137,0,0,5,0,0,0,0
0.0445062,0.103779,4.84137,0,0,5,0,0,0,0
0.0445062,0.103779,4.84137,0,0,5,0,0,0,0
0.0455698,0.102889,4.84226,0,0,5,0,0,0,0
0.0455698,0.102889,4.84226,0,0,5,0,0,0,0
0.0462329,0.102203,4.84285,0,0,5,0,0,0,0
0.0462329,0.102203,4.84285,0,0,5,0,0,0,0
0.0462329,0.102203,4.84285,0,0,5,0,0,0,0
0.0468616,0.101446,4.84344,0,0,5,0,0,0,0
0.0468616,0.101446,4.84344,0,0,5,0,0,0,0
0.0468616,0.101446,4.84344,0,0,5,0,0,0,0
0.0477493,0.100164,4.84433,0,0,5,0,0,0,0
0.0482927,0.0992254,4.84491,0,0,5,0,0,0,0
0.0482927,0.0992254,4.84491,0,0,5,0,0,0,0
0.0490703,0.0976833,4.84577,0,0,5,0,0,0,0
0.0490703,0.0976833,4.84577,0,0,5,0,0,0,0
0.0490703,0.0976833,4.84577,0,0,5,0,0,0,0
0.0495317,0.0965933,4.84631,0,0,5,0,0,0,0
0.0501556,0.0948203,4.84713,0,0,5,0,0,0,0
0.0501556,0.0948203,4.84713,0,0,5,0,0,0,0
0.0501556,0.0948203,4.84713,0,0,5,0,0,0,0
0.0506943,0.0929229,4.84791,0,0,5,0,0,0,0
0.0506943,0.0929229,4.84791,0,0,5,0,0,0,0
0.0508544,0.0922667,4.84816,0,0,5,0,0,0,0
0.0508544,0.0922667,4.84816,0,0,5,0,0,0,0
0.0512786,0.0901955,4.84885,0,0,5,0,0,0,0
0.0512786,0.0901955,4.84885,0,0,5,0,0,0,0
0.0512786,0.0901955,4.84885,0,0,5,0,0,0,0
0.051615,0.0880103,4.84943,0,0,5,0,0,0,0
0.051615,0.0880103,4.84943,0,0,5,0,0,0,0
