x,y,z,gx,gy,gz
-0.40452,-0.00468564,-0.0461364,0.675942,1.20684,4.22531
-0.40387,-0.00333958,-0.0463563,0.677625,1.20908,4.22587
-0.403182,-0.00199195,-0.0465717,0.679306,1.21131,4.22644
-0.402459,-0.000642407,-0.0467829,0.680986,1.21353,4.227
-0.401703,0.000709266,-0.0469898,0.682665,1.21574,4.22755
-0.400916,0.00206315,-0.047192,0.684343,1.21794,4.22811
-0.400102,0.00341921,-0.0473897,0.686019,1.22014,4.22867
-0.399262,0.00477727,-0.047584,0.687695,1.22233,4.22923
-0.3984,0.00613698,-0.0477753,0.68937,1.22451,4.22979
-0.397519,0.00749787,-0.0479635,0.691043,1.22668,4.23035
-0.396621,0.00885931,-0.0481486,0.692716,1.22885,4.23091
-0.395708,0.0102205,-0.0483307,0.694387,1.23101,4.23146
-0.394785,0.0115805,-0.0485105,0.696057,1.23316,4.23202
-0.393852,0.0129383,-0.0486879,0.697727,1.2353,4.23258
-0.392914,0.0142927,-0.0488632,0.699395,1.23743,4.23313
-0.391972,0.0156422,-0.0490368,0.701062,1.23956,4.23369
-0.391028,0.0169856,-0.0492085,0.702728,1.24168,4.23424
-0.390086,0.0183212,-0.0493782,0.704392,1.24379,4.2348
-0.389146,0.0196475,-0.0495455,0.706056,1.24589,4.23535
-0.38821,0.0209627,-0.04971,0.707718,1.24799,4.23591
-0.387281,0.0222652,-0.0498711,0.70938,1.25008,4.23646
-0.386358,0.0235531,-0.0500285,0.71104,1.25216,4.23701
-0.385444,0.0248247,-0.0501822,0.712699,1.25423,4.23757
-0.384539,0.0260782,-0.0503321,0.714357,1.25629,4.23812
-0.383643,0.0273117,-0.0504783,0.716014,1.25835,4.23867
-0.382757,0.0285235,-0.0506208,0.71767,1.2604,4.23922
-0.381881,0.0297119,-0.0507597,0.719325,1.26244,4.23977
-0.381014,0.0308751,-0.0508951,0.720978,1.26447,4.24033
-0.380156,0.0320115,-0.051027,0.722631,1.26649,4.24088
-0.379306,0.0331197,-0.0511555,0.724282,1.26851,4.24143
-0.378463,0.0341981,-0.0512805,0.725932,1.27052,4.24198
-0.377627,0.0352455,-0.0514021,0.727581,1.27252,4.24253
-0.376794,0.0362607,-0.0515201,0.729229,1.27451,4.24308
-0.375965,0.0372426,-0.051634,0.730875,1.27649,4.24363
-0.375137,0.0381905,-0.0517437,0.732521,1.27847,4.24417
-0.374308,0.0391035,-0.0518493,0.734165,1.28044,4.24472
-0.373476,0.039981,-0.051951,0.735808,1.28239,4.24527
-0.372639,0.0408227,-0.0520487,0.73745,1.28435,4.24582
-0.371795,0.0416283,-0.0521428,0.739091,1.28629,4.24636
-0.370941,0.0423977,-0.0522336,0.740731,1.28823,4.24691
-0.370076,0.043131,-0.0523211,0.742369,1.29015,4.24746
-0.369197,0.0438285,-0.0524049,0.744007,1.29207,4.248
-0.368301,0.0444907,-0.0524846,0.745643,1.29398,4.24855
-0.367387,0.0451181,-0.0525602,0.747278,1.29589,4.24909
-0.366452,0.0457114,-0.0526319,0.748911,1.29778,4.24964
-0.365494,0.0462716,-0.0527,0.750544,1.29967,4.25018
-0.364512,0.0467996,-0.0527644,0.752176,1.30154,4.25073
-0.363503,0.0472966,-0.0528252,0.753806,1.30341,4.25127
-0.362466,0.0477636,-0.052882,0.755435,1.30528,4.25181
-0.3614,0.0482021,-0.0529353,0.757063,1.30713,4.25235
